,Review,date,Location,Translated,Address,Country,room_review,hotel_review,amenities_review,price_review,washroom_review,food_review,staff_review,Sentiment
1425,The hotel was nice The room was VERY compact but to be expected when visiting NY The breakfast was simple but nice and very clean and organized We chose to take public transportation to move about and it was very accessible from the hotel No frills but was convenient and close to shopping yet quiet to get a decent night of sleep ,2019-04-17,,The hotel was nice The room was VERY compact but to be expected when visiting NY The breakfast was simple but nice and very clean and organized We chose to take public transportation to move about and it was very accessible from the hotel No frills but was convenient and close to shopping yet quiet to get a decent night of sleep ,None,None,1,1,0,0,0,1,0,POSITIVE
1426,My stay at the wyndham was alright My problems were I did not like that you had to pay for parking which I think is very ridiculous I did not like that they did not come back to clean our room Which we pay for thatAlso you get treated a certain way if you dont look rich or important Front desk can be very rude or be sarcastic ,2019-04-17,,My stay at the wyndham was alright My problems were I did not like that you had to pay for parking which I think is very ridiculous I did not like that they did not come back to clean our room Which we pay for thatAlso you get treated a certain way if you dont look rich or important Front desk can be very rude or be sarcastic ,None,None,1,0,1,1,0,0,1,NEGATIVE
1427,The Air conditioning was shut down on 230 amThey came out and check got it work and he left 10 min and happen againcall him back got it fix like 430 am we can’t go back to sleep till 500amWoke up at 1030am have to check out at 1100 am didn’t even get chance to do anything ,2019-04-17,,The Air conditioning was shut down on 230 amThey came out and check got it work and he left 10 min and happen againcall him back got it fix like 430 am we can’t go back to sleep till 500amWoke up at 1030am have to check out at 1100 am didn’t even get chance to do anything ,None,None,0,0,0,0,0,0,0,NEGATIVE
1428,It was amazing it was just me and my partner but when we checked in they said they were upgrading us to a Junior Executive Suite Amazing Will be coming back ,2019-04-17,,It was amazing it was just me and my partner but when we checked in they said they were upgrading us to a Junior Executive Suite Amazing Will be coming back ,None,None,0,0,0,0,0,0,0,NEGATIVE
1429,Let me start by saying that the hotel it self was very nice Check in was very easy the lobby was beautiful When I got inside my room I noticed a weird smell But we were so tired we slept right through it The next morning we were picking up our stuff to leave and I went to go through a piece of paper in the garbage can that was under the table I noticed the paper was floating so I pulled the garbage can out and it was halfway full of some liquid which I soon found out was urine It smelled horrible and when I went to pour it out in the toilet it was yellow I can’t believe that whoever cleaned the room didn’t check the garbage can I’m not big on complaining or leaving reviews but this was just unacceptable When I checked out later that morning I told the lady at the front desk what happened and she wrote it down on a piece of paper And continued my check out I don’t think that was right at all I’m highly disgusted at what happened,2019-04-17,,Let me start by saying that the hotel it self was very nice Check in was very easy the lobby was beautiful When I got inside my room I noticed a weird smell But we were so tired we slept right through it The next morning we were picking up our stuff to leave and I went to go through a piece of paper in the garbage can that was under the table I noticed the paper was floating so I pulled the garbage can out and it was halfway full of some liquid which I soon found out was urine It smelled horrible and when I went to pour it out in the toilet it was yellow I can’t believe that whoever cleaned the room didn’t check the garbage can I’m not big on complaining or leaving reviews but this was just unacceptable When I checked out later that morning I told the lady at the front desk what happened and she wrote it down on a piece of paper And continued my check out I don’t think that was right at all I’m highly disgusted at what happened,None,None,1,1,0,0,1,1,0,NEGATIVE
1430,Very accommodating with every request I had This was our second time visiting and we will be back,2019-04-16,West Suffield,Very accommodating with every request I had This was our second time visiting and we will be back,"West Suffield, Suffield, Hartford County, Connecticut, 06078:06093, United States",United States,0,0,0,0,0,0,0,POSITIVE
1431,Our family takes about a dozen staycations a year staying at various resorts We felt that this resort didn’t have that many amentities for how big of a resort it was We received a voicemail that we could go on a timeshare sales pitch and receive a two night stay for $99 Which didn’t feel great since we paid over $250 for a one night stay Overall our experience was ok we wouldn’t stay at this resort in the future ,2019-04-16,,Our family takes about a dozen staycations a year staying at various resorts We felt that this resort didn’t have that many amentities for how big of a resort it was We received a voicemail that we could go on a timeshare sales pitch and receive a two night stay for $99 Which didn’t feel great since we paid over $250 for a one night stay Overall our experience was ok we wouldn’t stay at this resort in the future ,None,None,1,1,1,1,0,0,0,POSITIVE
1432,The hotel was very nice and the staff was very friendly,2019-04-16,"fort lauderdale, us",The hotel was very nice and the staff was very friendly,"Fort Lauderdale, Broward County, Florida, United States",United States,0,1,0,0,0,0,1,POSITIVE
1433,Was there for a daughter birthday weekend ,2019-04-16,,Was there for a daughter birthday weekend ,None,None,0,0,0,0,0,0,0,POSITIVE
1434,Good location relative to SJC nice restaurant competent staff,2019-04-16,,Good location relative to SJC nice restaurant competent staff,None,None,0,1,0,0,0,1,1,POSITIVE
1435,Nice rooms outside its rundown and noisy anyone talking outside your room seems to be inside,2019-04-16,"San diego, us",Nice rooms outside its rundown and noisy anyone talking outside your room seems to be inside,"San Diego, San Diego County, California, United States",United States,1,0,0,0,0,0,0,NEGATIVE
1436,Didn’t like that the Bar was under renevation and we asked for extra Towels and they never delivered them,2019-04-16,,Didn’t like that the Bar was under renevation and we asked for extra Towels and they never delivered them,None,None,0,0,0,0,0,0,0,NEGATIVE
1437,Stayed here to visit family and to travel north to Sonoma for wine tasting,2019-04-16,,Stayed here to visit family and to travel north to Sonoma for wine tasting,None,None,0,0,0,0,0,0,0,POSITIVE
1438,The rooms were small relative to newly constructed hotels but it eas perfect for us,2019-04-16,,The rooms were small relative to newly constructed hotels but it eas perfect for us,None,None,1,1,0,0,0,0,0,POSITIVE
1439,Amazing ,2019-04-16,,Amazing ,None,None,0,0,0,0,0,0,0,POSITIVE
1440,Close to disney yet far enough away to relax and enjoy the peace and quiet,2019-04-16,,Close to disney yet far enough away to relax and enjoy the peace and quiet,None,None,0,0,0,0,0,0,0,POSITIVE
1441,Had to kill a spider in the bathroom very outdated Could be nice just needed to be renovated and obviously pest control ,2019-04-16,,Had to kill a spider in the bathroom very outdated Could be nice just needed to be renovated and obviously pest control ,None,None,1,0,0,0,1,0,0,NEGATIVE
1442,My granddaughter’s wedding Several family members stayed there and no one a good experiences,2019-04-16,,My granddaughter’s wedding Several family members stayed there and no one a good experiences,None,None,1,0,0,0,0,0,0,POSITIVE
1443,Great Location near Penn Station and Times Square,2019-04-16,,Great Location near Penn Station and Times Square,None,None,0,0,0,0,0,0,0,POSITIVE
1444,Perfect for our visit We didnt spend much time in room but it was satisfying for NYC ,2019-04-16,,Perfect for our visit We didnt spend much time in room but it was satisfying for NYC ,None,None,1,0,0,0,0,0,0,NEGATIVE
1445,I was in room 610 and arrived late in the evening It was not until early in the morning I noticed the hallway entry ceiling in the room was filled with black mold near the the air conditioner vent After leaving I reported this disgusting condition to the hotel manager Nara After giving her two days to investigate my complaint I called her again and she stated she had no time for my complaint and would offer me a 10 discount on a future reservation One problem is there will never be a future reservation at this hotel for me HOW INSULTING,2019-04-16,,I was in room 610 and arrived late in the evening It was not until early in the morning I noticed the hallway entry ceiling in the room was filled with black mold near the the air conditioner vent After leaving I reported this disgusting condition to the hotel manager Nara After giving her two days to investigate my complaint I called her again and she stated she had no time for my complaint and would offer me a 10 discount on a future reservation One problem is there will never be a future reservation at this hotel for me HOW INSULTING,None,None,1,1,0,0,0,0,1,NEGATIVE
